probe,availability
29761,0.17863386989811297
25068,0.9635536901014341
29763,0.3185808865860679
29810,0.4961819389110226
19331,0.9239848043374027
1174,0.9063548851104636
23059,0.7764227642276422
23058,0.9940250064544683
1171,0.8241065171688857
1170,0.9304880817253122
23055,0.97898493259318
23054,0.9953896654741268
29928,0.7403072421360644
22959,0.9493969682440158
1179,0.9184892855825618
1178,0.7458819701468256
29435,0.8725049451537493
22958,0.9037695485393922
27619,0.8468564279011573
29926,0.9805601840831548
27616,0.9997031760166222
27615,0.7046178343949044
27614,0.9683544303797469
27613,0.8182487574400197
27612,0.15179640718562873
19330,0.877102390085571
17596,0.9684641487164355
29388,0.9319151423061188
31170,0.9966696554374279
30414,0.8118756936736959
17594,0.876254036598493
28499,0.8383464525882292
29430,0.8859090501390259
31232,1
3430,0.7399070810637616
31231,1
29433,0.8183677263431864
31234,1
877,0.987238594032383
29103,0.9841954022988506
29920,1
19333,1
29104,0.14922699223674607
18328,0.38586655847748313
26098,0.46670241286863273
1227,0.9602404750488696
28445,0.986730045553575
875,0.7495027349577325
622,0.9780582753332547
621,0.811043080554736
873,0.9742084556298007
12833,0.978845967663859
12832,0.8688899912237189
1224,0.9486421577683355
34558,0.9899813211071489
34559,1
12835,0.7758925936854529
12834,0.8177626968612842
15285,0.40161460691112116
1223,0.9917751632058422
34556,1
12838,0.9892433984390796
34550,1.0
34552,0.9892990904226859
34553,0.9993101862497126
26625,0.6524097319076398
26624,0.7558164173411874
26627,0.7421458471028861
21735,0.9734444731309704
25669,0.921733895243829
2036,0.9849887507837569
26629,0.9411678618469194
4590,0.986221340388007
13364,0.9817799579537492
28384,0.9981632503122474
19906,0.9994165694282381
30821,0.9690805532953621
4848,0.42962525818825614
22006,0.9518681075498838
23127,0.8986261448792673
4597,0.9887139010806624
31913,0.9994122487363348
28924,0.6174876550644346
23126,0.880631058734081
31912,0.8232341340982431
2030,0.9126618227418581
29234,0.9161454545454546
31911,0.8173913043478261
23652,0.2099523102181221
10884,0.9794027295160397
10885,0.8242909305499208
10886,0.606466473298072
30226,1
10881,0.790211337734666
10883,0.14688270517787955
22676,0.9122134478264203
22677,0.8088035093026773
22674,0.7529411764705882
22675,0.9952421347692989
22672,0.9994025519566423
4598,0.9970650387414887
13606,0.9932871053408086
4734,0.5742844496901741
27658,0.09846869548362086
26564,0.8296822279296974
4735,0.9914718614718615
26563,0.5747057650109715
26561,0.45143745143745145
27378,0.7157868401300975
31949,0.5944519717606789
24708,1
2039,0.9906720528828498
31496,0.7436955820703
24705,0.38985162532563145
24706,0.5671164772727273
2038,0.9952052520930919
24700,1
31919,0.653101433521299
21864,0.7272416543238008
30380,0.550684110656147
4739,1
27729,0.6306648575305291
32622,0.991120279845726
21986,0.9795573377363683
32062,0.9961725305461504
392,0.977058975399255
22018,0.9890009165902841
390,0.9707860131500299
396,0.9589885566629752
395,0.9934348836351565
394,0.7846051709512042
22012,0.9303209688806822
399,0.945171665794001
398,0.838561320754717
22016,0.5516910352975927
22017,0.9875331956329301
22014,0.9979270315091211
22015,0.9882661026338319
2309,0.9712297954700005
2308,0.994836425331022
13618,0.9272673625198244
31909,0.9992655699177438
31389,0.6950807360120165
2301,0.43713347840519307
4724,0.9921927010833383
2303,0.9227345488619061
2302,0.983475951608144
2305,0.9889351971379043
4720,0.6773134658650831
2307,0.9947995426548151
2306,0.9930289170846858
11289,0.9342381883229447
16065,0.935934791428466
19706,0.9391067015822668
19707,0.9581320450885669
16060,0.7474289787190713
16061,0.9696455574816508
19702,0.9726330542544167
16063,0.9893094232261402
11281,0.9988804577683792
11280,0.8373105265167424
28872,0.7966280295047419
11282,0.9797506639126586
11285,0.9952788433166125
19709,0.8837481014137165
11287,0.7117618854424077
11286,1
17620,0.9606830671633534
17625,0.32552650020285473
17624,0.8799113737075333
17627,0.7181872155155353
3749,0.9275966361758631
3747,0.995057721388264
3745,0.6234153616703952
3742,0.9434219746984841
3743,0.9931719428926132
3740,0.9803905680252816
3741,0.8919337587135322
13531,0.9883819569947996
4621,0.9864635585718501
4622,0.9895987016819121
13535,0.6751173708920187
31937,0.9008624163778512
13536,0.98458304134548
4628,0.9834396783830635
4629,0.992180872644119
28705,0.9464880521361332
11754,0.902642419371044
11753,0.9903736215099768
11752,0.9676269334713358
11751,0.8667932112550245
11750,0.586670651524208
32061,0.9978594363182305
18320,0.6749416507532358
11758,0.9951314867406779
19560,0.4522184929738502
16393,0.8940659811482433
19563,0.9659929182649749
19564,0.0268488362856462
19566,0.8907494836234877
16395,0.9223637289862455
19568,0.7219031290184312
19569,0.9939143584258474
16399,0.613875262789068
14536,0.8810533692324715
29261,0.5822331893892659
20731,0.9886032530520414
21475,0.9996978395528026
20733,0.7429277468373106
20884,0.8701335606706451
20883,0.862902799089899
20734,0.9441965108988308
20736,0.9887359198998749
20739,0.9303473735711426
20738,0.897908752259064
29263,0.867910983488873
31497,0.988601737952827
17656,0.7554315109724731
12871,0.961395101171459
25546,0.13043478260869565
19170,0.8784643724357364
13289,0.9905251560778553
13288,0.9926972301110168
176,0.616235754066315
175,0.9529377051598864
174,0.904158646313622
173,0.8181852767738254
13282,0.9939881237782614
13281,0.9833134684147795
13280,0.8070667207612584
17889,0.8959560860150073
14160,0.5505845904178808
32067,0.9977530385047493
12243,0.9427650141072148
20792,0.9993314719414841
14167,0.3620689655172414
29438,0.8068546947518743
22997,0.940950835392616
13387,0.9745500147536147
14166,0.9609043632205952
21282,0.9950208387120569
21283,0.9953896654741268
21280,0.8248072880168185
21286,0.9893409065761811
21287,0.594261740424956
21284,0.9721904621399329
21285,0.9767270313133921
21938,0.11560535665482372
14164,0.9837710239008557
30512,0.984641638225256
31167,0.8340124966041836
32064,0.9863819965377957
31164,0.8204042348411934
20089,0.8308262930146302
21538,0.7328121996540015
20084,0.8987293030419715
34914,0.9700124947938359
33554,0.5766714082503556
10390,0.993515436703776
29651,0.7925854713693444
19277,0.9813300416602376
31908,0.7881745526557749
10394,0.9981971540789389
10397,0.9455792682926829
10398,1
10399,0.9559391456992393
30513,0.9994437027147307
31168,0.9975550122249389
16937,0.8926005747126436
32065,0.8951939091125387
31169,0.954228855721393
16932,0.9052969502407705
16933,0.9556670231992034
16930,0.9577693357430015
16931,0.8347425920383119
17885,0.7463947184007672
33557,0.9988887859987036
16938,0.6648081841432225
16939,0.9832335329341317
6217,0.8454295802275402
6216,0.9995521468958182
6215,0.9990638895389656
6214,0.9972009180988636
6213,0.9991832289681459
6212,0.9990450421773038
6211,0.998476570708132
6210,0.9998426188227888
29232,0.9315270481983228
16257,0.7859724047306176
29656,0.8575352071524572
24889,0.7712541838944674
6219,0.999537331559771
6218,0.998902495378928
15708,0.62713927412216
15709,0.996049512773242
13542,0.9953896654741268
15878,0.9871253693541578
15879,0.974025974025974
15700,0.962802231866088
15701,0.9988920783602759
15702,0.7474267251327025
15703,0.42314487632508835
15873,0.9752225768520074
15706,0.9813096862210096
24060,0.19985434241670208
29373,0.9425837320574163
29370,0.7750377123368531
29371,0.5268972638100154
10578,0.9414531709365813
10579,0.9994490358126722
29374,1
29375,0.8285561925076657
10574,1.0
10576,0.984804337402722
10577,0.9913759956056029
30947,0.8785557095117776
10571,1
10572,0
21427,0.8794193397330836
18326,0.8570427470217239
16706,0.9553350791133405
24142,0.5168947221446524
18931,0.9645188654888799
24141,0.04409270774448841
13548,0.9257528306432184
32469,0.9979757085020243
18938,0.9334490023546907
18939,0.6079371519197433
24148,0
17387,0.815237319209615
32466,0.9069563309194646
32467,0.9990338164251208
11916,0.9278627442485161
21192,0.1595210649611423
31558,0.9493570722057368
21534,0.803046509054697
30628,0.917501273128501
11849,0.9530852358647144
30623,0.9950447709293228
18829,1
30626,0.7592672600017282
30624,1.0
30625,0.7349185380889476
28592,0.986618189163258
33025,0.9998919386211368
29660,0.9315564131942351
26818,0.4110902255639098
11846,0.9352199113535629
30443,0.9157940982646262
26817,0.718069891804502
26814,0.9305231744847524
26815,0.9994246260069045
11845,0.9856526389554826
26810,0.42035600182565036
22480,0.8778835116821565
11844,0.21463604515375634
28878,0.9977003146937787
11843,0.8383063475085752
11842,0.9937668277210194
16506,0.3585733780843138
22125,0.9881975436137647
29661,0.9395496818404308
18820,0.9993566718490323
32443,0.8083637439589703
33022,0.9982192543127435
29596,0.9752922590837283
11191,0.9422406277244987
29594,0.9580757696309443
28879,0.8889288836324368
26336,0.07868289480329277
29590,0.978685139545727
14346,0.9438923844651769
33935,0.9984408063258715
29599,0.7946330777656079
24551,0.5576996125503305
24550,0.8650926679756716
24553,0.7401112118941515
11192,0.8240163705701795
24555,0.3396173060608917
24554,0.6353551239001998
24557,0.43018980423333003
24556,1.0
24559,0.5644038469276891
11195,0.9904473868623908
200,0.8589811621119661
14342,0.557334120163759
11119,0.7487552096780142
11118,0.9677633520212452
690,0.9545605429129937
691,0.5714970678272415
696,0.7399935959013769
697,0.7259248331058902
694,0.9752335433412992
14471,0.836681462499428
11110,0.9950208387120569
698,0.9817799579537492
699,0.9627484970309446
14475,0.9658743233702047
14474,0.907269083621789
28351,0.9042744656917885
11116,0.9574005089809317
34301,0.9925404061334439
34300,0.9946469538618404
34302,0.9807453416149068
35509,0.9898477157360406
34304,0.71600218459858
34307,0.9965128755364807
34306,0.999214248297538
34308,0.9959214886566403
30338,0.9961947658616137
30224,0.9814926817467038
31575,0.5183445646994759
13843,0.4261667331471879
13842,0.9885294876996275
31571,0.9816250358886017
13847,1
13846,0.9246861924686193
14888,0.9806663924310983
19100,0.6215943999597119
15165,0.7938298909172695
21197,0.8281423804226918
14349,0.56500066169659
16388,0.864256480218281
19106,0.6434863755132512
30221,0.9925423728813559
32144,0.9488636363636364
19104,0.995057721388264
30446,0.9761434977578476
17923,0.9667313556972553
19193,0.8480621927518006
26399,0.8237926972909305
19032,0.9861006194289168
31933,0.05555555555555555
31820,0.9781971280354861
18122,0.2693333333333333
30944,0.7080213903743315
12749,1.0
30713,0.02531962897969416
12363,0.6138377004448099
31902,0.9188650408665028
18000,0.8410513141426783
24379,0.8817553839902479
35218,0.8884510457714458
35219,0.9962962962962963
20745,0.8808320731752296
35214,0.9827893175074184
23655,0.4692200733156365
30201,0.8569691072731696
32049,0.9562284515065208
21195,0.9887862513426423
11568,0.8771084337349397
23267,0.844023162320658
23264,0.9381108693246782
23265,0.9446750826061171
23262,0.8789510566886733
23263,0.6824032751816472
23260,0.8744460856720827
12748,0.9952421347692989
11560,0.9389834303627407
11561,0.9951314867406779
11562,0.9939512411020544
11563,0.9817424018884626
11565,0.9924018884626734
23268,0.931066278169144
20741,0.7689300335632353
29230,0.7913412796273462
20742,0.9950679611650486
19030,0.8418470844244459
23654,0.31060245873802894
31826,0.2089185393258427
31174,0.8247939227412316
20743,0.7867074834950024
30222,0.9980026631158455
32449,0.8580966095038618
28383,0.8625062295808185
11811,0.9940618891306753
22247,0.9705676243868255
14529,0.9211079555932579
22245,0.6971141458387013
22244,0.6378083850461631
22243,0.9843315923991555
22242,0.2037065014856222
22241,0.9682227929697336
32036,0.9863784757401779
25049,0.9105605076295513
19194,0.9646017699115044
20037,0.664810238630915
25738,0.34891216760676874
25739,0.9887343777503961
19856,0.8126728875447202
25041,0.9494866902879986
25043,0.9942589515032483
25044,0.9900353584056574
25733,0.5950601070815233
25046,0.9448818897637795
25047,0.8211838240831388
23482,0.9603004291845494
31384,0.13692946058091288
31385,0.8220406536468713
31824,0.9832049413560969
27398,0.9023576048403923
27397,0.7001897533206831
27394,0.84753527579256
30948,0.9657979181341473
22998,0.9706045070630325
27390,1
27391,0.9225984422327996
20371,0.999789029535865
30717,0.9771567232867543
24588,0.30442948818281423
20370,0.05316590969810313
13301,0.5519519519519519
24568,0.6783801487303972
20035,0.6634455796112566
27412,0.655688622754491
27751,0.8607551290155738
15020,0.9055970621755097
32608,0.8793211816467631
20374,0.8395603584996127
19919,0.8694411414982164
16238,0.9659151905528717
258,0.982971654033849
259,0.9802201308023608
32737,0.9971910112359551
16723,0.7309078746887658
16722,0.9953896654741268
250,0.8882280241001081
16232,0.9663500678426051
16235,0.956515324751964
257,0.9308678461599904
254,0.6832516415425877
19916,0.9762406591301016
12038,0.9779072769520156
26559,0.5620099786172488
12032,0.5277910965219637
12031,0.5485698970019528
12030,0.7440640848317197
12036,0.9825544941540958
12035,0.9883450743185925
12034,0.9868328845941061
30715,0.8896604284867474
27478,0.9998838289962825
30404,0.9998133457769482
32603,0.9990191957405072
29242,0.8084957775096832
32600,0.9962126729788784
30115,0.9697074010327023
32606,0.9994715286035143
23754,0.26628791349766334
32607,0.9974137931034482
21638,0.9991941982272361
32604,0.9829831311038769
25953,0.9829279347333434
21633,1
21632,0.5299170949469183
18580,0.35551811288963775
21630,0.23831139355424422
21637,0.9993674889310563
21636,0.3261632200886263
21634,0.5985748218527316
23345,0.928447608158448
28877,0.7864727985623264
3683,0.9904473868623908
3682,0.9952421347692989
3681,0.8534557547715442
3680,0.9931398222255007
3687,0.9925125405724402
3686,0.992254637996533
3685,0.9862058790985874
3684,0.975736568457539
26048,0.5611034482758621
23834,0.8523323408478661
2518,0.9176409840298012
2519,0.7115774720613728
16944,0.8457319163524168
2515,0.9731494117213145
2516,0.994789758619286
2517,0.9834396783830635
2510,0.7292811566407259
2511,0.8981326464906633
26047,1
27393,0.3873528606624692
23343,0.6310625899015233
23342,0.9987912973408541
22812,0.9846680033022762
22813,0.9883060335890524
3535,0.5440261865793781
3537,0.9931486221954525
22295,0.791594355994869
3539,0.9943093115777811
3538,0.994873308007229
22818,0.29528985507246375
22819,0.9909267968267541
22524,0.9869066499465201
19096,0.9189318776970457
21926,0.6296888360162087
23349,0.5031148766508846
30342,1.0
22291,0.9948994787788533
10760,0.9990436957481241
21292,0.911070780399274
18585,0.8783564473295957
21758,0.7815197396349228
10767,0.994836425331022
30043,0.9997158283603297
22293,0.3261903883745805
16254,0.8213735025501127
15026,0.9222513185556744
14642,0.12993067909944175
14867,0.5000184413381035
14640,0.9692755975213927
14641,0.9889583030655238
18549,0.8359939257009519
14647,0.9952052520930919
18895,0.9997769599643136
14645,0.9909268616530815
29548,0.9440828017185262
18544,0.9841773319072031
14648,0.9623507805325987
18898,0.9909525751789091
18541,0.9540614542135686
18540,0.3370707778556412
18543,0.9879958661260831
21299,0.8961383838011286
4164,0.9946149306580112
24249,0.3778196445847548
4663,0
30045,0.9987429289754871
13893,0.9555218051638099
13070,0.9605816924695626
13071,0.7637664588942573
13072,0.9124036440084092
13073,0.7173208223671663
13074,0.9215136650315346
13890,0.9627692453996481
30439,0.15814166380592745
13077,0.9884188396710065
27550,0.3997939964685109
13079,0.9829233209161656
13891,0.9581859624302445
32030,0.8842380640941792
30432,0.7150730688935282
30431,0.8652043010752688
30430,0.9989301292074726
30052,0.9998079877112135
26552,0.8603515133202397
21928,0.98579000789444
18769,0.959250739401906
30523,1
33528,0.6058500914076782
33529,0.9002206658351722
28750,0.8339176161262051
18093,0.9814241486068112
18760,0.928125
18091,0.5763012837112944
18762,0.8405872888173773
18765,0.9692171081841053
33521,0.9899084721896269
18095,0.9952052520930919
18766,0.9951681912068456
20270,0.0372168284789644
20271,0.15456769983686786
20272,0.9751795388685901
20273,0.6705639361192048
27554,0.9664929262844378
20275,0.9227864036928242
20277,0.9914801017961863
20278,0.8913430708941931
20279,0.9445676274944568
26451,0.900035252052173
10185,0.93600855678088
10184,0.9315088702836278
22962,0.994762659978608
10181,0.9926234647586029
10180,0.9892302585475602
30445,0.9996957249353415
10189,0.9078594876051768
10188,0.964408217460259
32166,0.9924444444444445
29299,0.7441354292623942
29298,0.90920245398773
29749,0.9758120248790602
29748,0.9182843409132927
19093,0.9756943163795965
29291,0.8545454545454545
20376,0.5860657249290009
29293,1.0
29292,0.8164106186355877
29295,0.2307794981313401
29294,1
29297,0.8949652777777778
29296,0.772424204302428
28996,0.9977034120734908
1158,0.9837800262609099
32173,0.9970406905055487
1155,0.6508008120911347
1154,0.9800555828020271
1157,0.90598259073473
1151,0.97204754601227
23076,0.987164828679969
22613,0.8245983671319462
23074,0.9142846604949655
30293,0.9545213048560196
30292,0.981396030176518
30291,0.9992220320522794
24268,0.4228428213390619
15119,0.706352636127917
15118,0.9096941465986993
30294,0.6001464664957891
15114,0.6401644962302947
15111,0.7359558716794891
15110,0.9181264280274182
14746,0.9677276583188876
19355,0.9807472430199535
29126,0.9873188405797102
29125,0.949452239092831
26072,0.8246965805509392
28027,0.9697592148807486
17390,0.9718027734976887
29120,0.8284112775035556
30015,0.3930436496206523
25892,0.20443062572872134
31179,0.9913373037357878
29128,0.99886503357609
31218,0.9996249765610351
31749,0.985674296064548
31210,1
31211,0.3341488989863684
31212,0.7204574332909784
31213,0.9290638993531879
31742,0.678011885467315
31215,0.7292594950137916
31217,0.9860897695107157
26073,0.45120290512936906
32033,0.9890407730379448
24260,0.7976706827309237
22872,0.718372205483019
27793,0.8814797498685056
30526,0.20858772895606045
34538,1.0
34539,0.9998271391529818
35086,0.9637681159420289
32208,0.9823651452282157
12583,0.9833290303544425
34533,0.991583779648049
12853,0.9936477094387565
34531,0.7177835051546392
34536,0.93805918788713
34537,0.9902329075882795
34534,0.9978169910860469
34535,0.9969319617397582
32629,0.973398078750132
26602,0.9491866847962935
26600,0.22900763358778625
26607,0.11432973805855162
26606,0.8008048289738431
26605,0.35833132384856525
18347,0.9854274739634895
18244,0.9035851283564473
19577,0.980317553230409
22956,0.9990059642147118
34907,0.998
24086,0.7826736958061217
21411,0.987628243814122
15301,0.37100266908395024
22651,0.9906318002434257
22652,0.4380394203363976
22653,0.7421309295108616
29322,0.816166592028661
25425,0.8289391737596015
22388,0.9839281398533796
26547,1.0
26540,0.9991683991683992
26542,0.9451287793952967
26458,0.3288512866999043
22382,0.9538228893888541
22383,0.2917683990233694
18342,0.9328919650917845
22381,0.7631280695126559
22386,0.7241913473241618
22387,0.9234817237946238
22384,0.9994907053730583
32286,0.6228310502283105
4299,0.9711946298823443
4298,0.7116774859840661
26185,0.49453551912568305
4295,0.7786293078199746
12103,0.9552981964371334
4297,0.915535699232909
13987,0.6294766348246229
13980,0.6760365853658536
4290,0.7831667465791318
4293,0.9252019326522333
4292,0.9932502213042196
23381,0.37532427103870497
23380,0.802204469612701
28654,0.8554389050733798
22749,0.8288384921851057
23385,0.9283578370296536
23384,0.445998445998446
23387,0.9724117581971747
23386,0.9767551733912879
23389,0.9938041531535893
24760,0.47620472912301703
24761,0.06693672839506173
24766,0.322478817079249
28658,0.9081012087994594
24765,0.990431585838747
22030,0.7767860435953233
22031,0.9776908349288271
19257,0.6011360283269401
22033,0.9908256880733946
22034,0.9038468631283886
11769,0.001283638197405217
22036,0.9108626680767488
22037,0.9993823347745522
22038,0.8897576808173201
22039,0.9295441089402013
17604,0.8423878307554646
26183,0.9529636903862617
28939,0.9969519343493553
13562,0.792521730185671
35664,0.9615384615384616
35667,1
35666,1.0
35661,0.9988649262202043
35663,0.9963503649635036
35662,1.0
29513,0.44189685262081
35669,1.0
35668,0.8511192087454451
21495,0.8880968544919665
12235,0.951388632759193
13678,0.9014458542342874
13679,0.981568247821878
12234,0.9826276187665978
4743,0.9713205869275233
13673,1.0
4741,0.9877176158158749
4740,0.9840666838785822
13676,0.9662523512706082
4746,0.9944056469174739
4745,0.9550893780469789
31965,0.9620201190720591
16002,0.6617652840574012
29008,0.5874490258269144
16000,0.4210681616996164
12236,0.9755844570334318
16006,0.6815522388059702
16007,0.9526057610740235
19764,0.842942097026604
16005,0.9723011101685538
30867,0.8688952110004742
22745,0.8589606461844872
28931,0.9045138888888888
19255,0.9883450743185925
27108,0.9585492227979274
21888,0.8732683143078799
28930,0.9065304859176726
17359,0.41083613026961235
17609,0.9945413639213662
17608,0.7105450952407092
17607,0.9538760031748832
17606,0.7794050343249428
17605,0.9841678515159666
13560,0.8889276982186518
17603,0.5350938664109468
17350,0.8566616331745848
17601,0.7823336722015136
2183,0.9784236344189134
2182,0.9881606609375576
2181,0.9596260255676398
2187,0.9925865820823959
28935,1
2185,0.9915950149743986
4609,0.507958182206102
2189,0.9905580348910117
4605,0.9670249779301033
4602,0.9881975436137647
4600,0.9748828975030428
4601,0.99498395603585
23925,0.3141604794704356
30910,0.9994905323936486
23926,0.4523379077985044
23921,0.7091185611320505
23920,0.9815538064050953
23923,1.0
15341,0.7244475138121547
12239,0.9949470733596429
32004,1.0
13919,0.9670268874709549
12238,0.9929922915206727
18345,0.9825458172297719
27237,0.9730461260854855
15343,0.9991769547325103
13448,0.9678751890237156
31835,0.926906779661017
19586,0.9498806682577565
15344,0.1453599881971083
19253,0.9624534356212887
19585,0.3186595498816926
19582,0.9684724333840121
19583,1
19580,0.8941798941798942
15345,0.5356462066336256
150,0.9864839018170226
153,0.9576571259958689
31837,0.9682010692216899
154,0.8528381219341276
157,0.8854792903773098
156,0.9896364795918368
159,0.9683915464906133
158,0.9593921734961088
20715,0.990668338742992
15431,0.9864130434782609
20713,0.7634632418069087
20712,0.9120879120879121
18344,0.8436059208929871
20710,0.9877574262123944
15348,0.8873056994818653
25561,0.49673202614379086
25560,0.7769107721118957
31832,0.9219237976264835
25565,0.3496745051149196
27061,0.9322251185846758
19250,0.96703779665983
25569,1
31833,0.9310344827586207
35640,0.9762282091917591
30885,0.9640789565459998
16114,0.32368064952638703
13910,0.9436043080554736
28270,0.9814171324973561
32006,0.998762580432272
13917,0.9243307028541928
22896,0.9885231382389844
19636,0.9523156089193825
6187,0.9995467593292038
6186,0.9921941884473989
6185,0.9837840560004029
6184,0.9947121921740444
6183,0.9998489121676067
6182,0.9998489197764012
6181,0.9995467593292038
6180,0.9995971194037367
19630,0.9349726775956284
13914,0.9552244310847195
20400,0.9671807955467935
6189,0.9991942388074735
6188,0.9995467593292038
15866,0.8588366061504261
2723,0.97309915518008
2722,0.9795551193981027
2720,0.9233576642335767
19633,0.9295909711208645
33193,0.9984679807986927
2729,0.9852838121934128
2728,0.9562940286947221
32122,1.0
31927,0.6666442003100357
10378,0.9657548263865202
10377,0.9157230848670379
15710,0.9457804662142225
10371,0.8678124884741637
29361,0.4813527180783818
16918,0.9971949509116409
16919,0.8602285293033543
29360,0.8240518038852914
16914,0.6587245970567625
16915,0.729671563581922
16916,0.9928819444444444
16917,0.9043263379190795
16910,0.875645498953245
29363,0.7113781740647412
31939,0.4105059662689154
